ID,Accuracy,Bearing,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,Speed
0,10.165338645418327,176.52609918515876,-0.7112635517500313,-9.613822152795066,-1.619658025612394,0.0033275062528760626,-0.006117787395876241,-0.0041877404418577385,8.994821934259507
1,3.718762632197426,124.19858989424206,-0.5254063416347826,9.532086148061108,-2.19899904004935,-0.0024671490085546397,-0.007540068308061114,0.0004052609445957688,7.881587817673322
2,3.930625641025641,173.7948717948718,0.3067864131261538,9.843182995897442,0.13934679782871795,0.006457863336512817,-0.012860984932410256,0.002597461484933335,3.157212963846154
4,10.0,151.8070134467137,-0.3651174820755256,-9.406438531125922,-2.613639003049303,-0.02288405053790589,0.02323209063797365,-0.0003762092361463586,6.1509963491934965
6,4.586721461187219,197.81278538812785,0.49061642717936066,9.538043043470333,2.355058993757808,0.0038774824803652955,0.00043581458863013565,0.0029295563908675816,4.628921496575343
7,3.6810337197049905,101.5626975763962,1.3276786090621715,9.386285563751319,2.1397144362486826,-0.0039321902904109664,0.003423606401896734,-0.0058004313716543705,12.176386036670195
8,7.008253229974159,172.80361757105942,-1.1970081605994833,9.473208998191215,1.707759610327985,0.004715675424286823,-0.0006940186309198943,-0.0011386132091472862,5.351266149870799
10,3.8150000000000186,120.60533333333333,0.9548492881800004,9.229290253866667,-1.5764185382426668,-0.0014181315287626645,0.002311442218021338,-0.0013826904271733325,8.702026666666663
11,4.222359999999996,140.8,0.5642401219200001,9.73813285822222,0.6151370849671111,0.005530163032177777,-0.004114720795999999,0.0030088502722666662,6.659023643822225
14,20.283333333333335,202.94035833676656,-0.27818580627441425,-9.736582722981774,1.205154312133789,0.005947496071076011,-0.002754928294921194,-0.004238155890332649,4.725448149219155
16,4.429039938556112,108.6605222734255,1.323372005050692,9.760117724731183,0.05690734134838704,0.007289738061843318,-0.004980554425207374,-0.0032103427069124424,6.094208909370196
17,4.265749174917523,146.87623762376236,2.860031964787127,9.325441298019797,-1.5165608448422443,0.0006152696562046236,0.009453757971336635,0.001992271315841584,12.930346366706281
18,11.23671497584541,172.30703947670793,0.1047076563443538,-9.79098867812594,0.6521461464702225,-0.00636027015756308,-0.017946715287405664,-0.0027159140656545775,4.738115941124838
21,4.488907526881737,137.4731182795699,0.3721490470088172,9.227963890537627,2.7557313052107513,-0.0001865437232258063,-0.0027823930131182888,-0.0027350999326881792,5.597573719634409
25,6.16538095238095,229.33809523809524,-0.6330953364904758,8.917945289047626,3.6172283307142843,0.007906424271273815,-0.0017328209811714329,0.0031928305195238153,6.102721204761907
26,4.6848007614213225,268.1852791878173,-0.5586985562043152,9.88525878515229,-0.44834314927614205,0.0035532700212309656,0.0013319808357360413,0.0012322613062182779,6.665365392728422
27,11.683601646090535,102.12263374485596,0.14958489357399157,9.52983709135802,2.1099459106403278,0.016282764818057634,-0.013182976425860091,0.020530451736098774,15.920164609053497
28,9.603075617283977,132.39197530864197,-0.1193922854043211,9.66505187870371,1.3924370678858025,-0.006491393429259256,0.0023733548791666633,-0.00498918523845678,7.873087326916668
29,5.03388888888891,116.34017094017094,0.031062916777846193,9.974623772991462,-0.05163454173481196,-0.0005310188756649563,-0.0023907131616239413,-0.0007123898211615379,7.133179487179484
30,4.162932735426024,158.31838565022423,0.504369692587444,9.427156198654712,0.6460640412825115,-0.00317280173895067,-0.006875487449013447,0.001086658525399103,4.604798206278029
32,4.093298611111112,205.39236111111111,-1.0436411122868046,1.921950897644862,9.557946697222238,-0.0018916459171944456,-0.0017645860838104155,-0.0002869880467986083,4.867155822050621
33,3.53757317073172,218.78780487804877,-0.934652032520325,10.006477235772378,1.0234048780487794,-0.0028251144954471548,0.006486313722195131,0.001446728373414632,6.496606290227652
34,6.052979118329468,105.4245939675174,0.5496998212111367,9.15584951832947,-2.93676890163341,-0.00045909035185615077,0.008950866022807424,-0.0028742049115081255,9.403487097447796
35,5.223068468468451,239.55315315315315,-0.1476246246246246,8.909630630630623,-0.08125165165165149,-0.0141379515809009,0.03141465323573581,-0.001331235055435437,16.619441069009014
36,3.715797979797982,224.73131313131313,-0.532394815657778,9.18849635515152,3.4241612309898963,-0.006640426269696962,0.008670386807272723,-0.0009862451091919196,4.157279641939396
37,3.7497351485148562,229.68069306930693,-0.31612214892168305,9.96238451980198,-0.14708434165866333,0.0017954004800000004,0.0039815997408415805,-0.00023416957352475278,14.209900990099012
38,3.7366041666667065,175.46944444444443,0.22275545257555565,9.486735089166672,2.0808720726180545,2.466836640000027e-05,-5.853442797222307e-05,-0.0003748363881388892,12.758055555555558
39,5.010587711487076,125.0053428317008,0.12149825352520037,9.742609077292968,1.3884150188842426,0.008019065324768296,-0.0010792954724577024,-0.0014259802748352603,11.899543850528387
